Title,Description,Links,Publication Date
Российская блогерша показала «минус» машины за 15 миллионов и прослыла «зажравшейся»,"Российская блогерша показала «минус» роскошного автомобиля Porsche за миллионы рублей и прослыла «зажравшейся». На размещенном в TikTok ролике Виктория Портфолио демонстрирует белый электрокар Porsche Taycan. На кадрах она проводит рукой по переднему отсеку машины, после чего багажник автоматически приподнимается.",https://lenta.ru/news/2021/01/22/porsche/,"Fri, 22 Jan 2021 18:22:00 +0300"
Турист устроил пляжный рейв на сотни человек при пандемии и был изгнан из страны,"Французского туриста депортировали из Австралии за организацию нелегальной рождественской вечеринки в восточном пригороде Сиднея. 25-летний путешественник стал одним из организаторов рейва на пляже Бронте, где собрались сотни людей из разных стран. Местные жители опасались, что город снова закроют на карантин.",https://lenta.ru/news/2021/01/22/deported/,"Fri, 22 Jan 2021 18:19:00 +0300"
Джордж Клуни пришел на киноплощадку пьяным,"Американский актер Джордж Клуни признался, что однажды пришел на киноплощадку пьяным. 59-летний артист объяснил, что до этого у него был выходной и он выпивал с приятелем. На следующий день он обнаружил, что все еще нетрезв. Когда он появился на съемках, его коллега по фильму Мишель Пфайффер заметила это.",https://lenta.ru/news/2021/01/22/peregorel/,"Fri, 22 Jan 2021 18:15:00 +0300"
Женщина сбросила 40 килограммов и назвала главный секрет похудения,"Женщина, сбросившая 40 килограммов за пять месяцев, назвала главный секрет похудения. Она считает что залог похудения заключается в количестве потребляемой еды. По ее словам, именно контроль за порциями помог ей достичь больших результатов в рекордные сроки. Также она советует тщательно пережевывать пищу.",https://lenta.ru/news/2021/01/22/weight_story/,"Fri, 22 Jan 2021 18:12:00 +0300"
СК возбудил дело из-за призывов к несовершеннолетним выйти на акцию 23 января,Следственный комитет России возбудил уголовное дело по факту вовлечения несовершеннолетних к участию в несанкционированных акциях 23 января. Призывы к участию распространятся в российских и зарубежных социальных сетях. В ведомстве напомнили о действующих в Москве и других регионах ограничениях для борьбы с COVID-19.,https://lenta.ru/news/2021/01/22/delo/,"Fri, 22 Jan 2021 18:04:00 +0300"
После изнасилования заключенного в российской колонии завели дело,"В Иркутской области после изнасилования 31-летнего заключенного в российской колонии завели уголовное дело по статье 293 УК РФ («Халатность»). Уголовное дело возбуждено по факту противоправных действий в отношении потерпевшего россиянина, отбывающего свой срок в исправительной колонии № 6 (ИК-6).",https://lenta.ru/news/2021/01/22/deloiznos/,"Fri, 22 Jan 2021 18:03:00 +0300"
Логинов объяснил слезы после победы на этапе Кубка мира по биатлону,"Российский биатлонист Александр Логинов объяснил слезы после победы в индивидуальной гонке на этапе Кубка мира в Антхольце. Россиянин признался, что его реакция связана со смертью отца. Логинов-старший скончался в начале января. «Мне жаль, что папа не увидел моей победы. Это была бы и его радость», — заявил он.",https://lenta.ru/news/2021/01/22/log_zoloto/,"Fri, 22 Jan 2021 18:03:00 +0300"
Россиянку оштрафовали за слишком громкие крики во время избиения мужем,"Жительницу села Зольное Самарской области оштрафовали за то, что она слишком громко кричала в то время, как ее избивал муж. Конфликт между супругами произошел в ночь на 17 мая 2020 года. Соседи вызвали полицейских из-за шума, приехавшие на вызов сотрудники МВД сочли, что россиянка виновата в нарушении тишины.",https://lenta.ru/news/2021/01/22/oshtra/,"Fri, 22 Jan 2021 18:03:00 +0300"
Появление новых штаммов коронавируса снова ослабило экономику Европы,"С появлением новых штаммов коронавируса экономика Европы снова ослабилась. На фоне новых блокировок и ограничений деловая активность в еврозоне снова пошла на спад. Еще ситуацию осложняют опасения о том, что вакцинация в ЕС будет идти недостаточно быстро.",https://lenta.ru/news/2021/01/22/evroec/,"Fri, 22 Jan 2021 17:57:00 +0300"
Ведущая «Давай поженимся!» оценила роман и расставание Бузовой и Давы,"Ведущая шоу «Давай поженимся!» на Первом канале Роза Сябитова прокомментировала информацию о расставании певицы Ольги Бузовой и рэпера Давида Манукяна, известного под псевдонимом Дава. В интервью для журналистов Сябитова заявила, что бывшие возлюбленные устраивают шоу ради пиара.",https://lenta.ru/news/2021/01/22/syabitova/,"Fri, 22 Jan 2021 17:52:00 +0300"
Названы лучшие игроки тура АПЛ,"Названы лучшие игроки по итогам 18-го тура Английской премьер-лиги (АПЛ). В топ-3 попали форвард «Вест Хэма» Майкл Антонио, забивший победный мяч, полузащитник «Лестера» Марк Олбрайтон, отметившийся голевой передачей, и Эшли Барнс. Нападающий «Бернли» забил решающий гол.",https://lenta.ru/news/2021/01/22/bestfoot18/,"Fri, 22 Jan 2021 17:51:00 +0300"
Армения указала на враждебные действия Турции и Азербайджана,"Армения не считает, что Турция и Азербайджан настроены на мир в Нагорном Карабахе, учитывая, что их реальные действия можно расценить как враждебные. Об этом заявила пресс-секретарь армянского МИД Анна Нагдалян и указала на то, что Баку и Анкара проводят учения прямо у границ Армении.",https://lenta.ru/news/2021/01/22/armenia/,"Fri, 22 Jan 2021 17:36:00 +0300"
Россияне массово бросились скупать шубы за десятки тысяч рублей,"Россияне принялись массово скупать меховые изделия. Так, в период с 1 по 20 января 2021 года продажи шуб и меховых изделий выросли на 21 процент по сравнению с аналогичным периодом 2020 года. Отмечается, что средний чек при покупке составил 26 080 рублей. Эксперты «Платформы ОФД» связывают повышение спроса с морозами.",https://lenta.ru/news/2021/01/22/mex/,"Fri, 22 Jan 2021 17:31:00 +0300"
Глава UFC выступил с угрозой в адрес пиратов,"Глава Абсолютного бойцовского чемпионата (UFC) Дэйна Уайт жестко высказался относительно пиратских трансляций турниров организации. По словам главы UFC, его сотрудники уже следят за потенциальным нарушителем. «Если в субботу он поделится ссылкой на трансляцию, мы его поймаем», — пригрозил Уайт пиратам.<br />",https://lenta.ru/news/2021/01/22/streamers_ufc/,"Fri, 22 Jan 2021 17:28:00 +0300"
Пандемия сократила разрыв между богатыми и бедными,"Пандемия непропорционально сильно поразила государства с высоким уровнем дохода населения, поэтому разрыв между бедными и богатыми сократился. Снижение неравенства началось еще в 2007 году, но в 2020 году оно оказалось более значительным. Страны, которые решили не вводить жесткий карантин, не получили выгоды.",https://lenta.ru/news/2021/01/22/bed/,"Fri, 22 Jan 2021 17:28:00 +0300"
Врач раскрыла способ сбить температуру после вакцинации от COVID-19,"Повышенная температура — один из побочных эффектов, с которыми сталкиваются россияне после вакцинации от COVID-19. Для сбивания температуры рекомендуется назначать нестероидные препараты, рассказала врач-эпидемиолог Анна Сталевская. Она отметила, что некоторые могут сталкиваться и с более редкими побочными эффектами.",https://lenta.ru/news/2021/01/22/pobochka/,"Fri, 22 Jan 2021 17:25:00 +0300"
Собянин предостерег москвичей от участия в незаконных акциях,"Мэр Москвы Сергей Собянин назвал недопустимым проведение незаконных акций 23 января и вовлечение в них несовершеннолетних. Собянин подчеркнул, что правоохранительные органы обеспечат соблюдение закона в этот день в Москве, отдельно отметив важность соблюдения ограничений, которые введены в городе.",https://lenta.ru/news/2021/01/22/sobyanin/,"Fri, 22 Jan 2021 17:24:00 +0300"
Тимати раскрыл причину ухода из лейбла Black Star,"Российский рэпер Тимати раскрыл причину ухода из Black Star. По словам хип-хоп-исполнителя, он всегда хотел продюсировать «крутые продукты, а не артистов», но не успевал заниматься этим, когда он был в команде лейбла. Он отметил, что на «раскрутку» музыкального проекта и стартапа уходит одинаковое количество времени.",https://lenta.ru/news/2021/01/22/timati/,"Fri, 22 Jan 2021 17:20:00 +0300"
Женщина раскрыла причину своего ежедневного недосыпа и прославилась в TikTok,"Пользовательница TikTok с ником @susieandmollie раскрыла причину своего ежедневного недосыпа, установив камеру ночного видения. Запись произошедшего собрала сотни тысяч просмотров и спустя время прославила автора публикации. Оказалось, по ночам к женщине на кровать запрыгивал кот и пытался ее разбудить.",https://lenta.ru/news/2021/01/22/night_terror/,"Fri, 22 Jan 2021 17:18:00 +0300"
Пропавших пять лет назад россиянку с сыном нашли убитыми,"Под Ростовом-на-Дону нашли тела матери и сына, которые пропали пять лет назад. В феврале 2015 они ушли из своего дома в станице Усть-Быстрянской и исчезли. Задержан неоднократно судимый мужчина. Он признался в преступлении и сообщил следователям о сообщнике, который также участвовал в расправе.",https://lenta.ru/news/2021/01/22/rostov/,"Fri, 22 Jan 2021 17:15:00 +0300"
В США российский Су-57 признали «реликвией ушедшей эпохи»,"Российский истребитель пятого поколения Су-57 не сможет победить американский F-35 Lightning II в условиях современного боя, пишет The National Interest. Таким образом журнал обратил внимание на январское заявление заслуженного летчика-испытателя России Магомеда Толбоева.",https://lenta.ru/news/2021/01/22/su57/,"Fri, 22 Jan 2021 17:10:00 +0300"
Россия начала расплачиваться с Белоруссией за грязную нефть,"Российские нефтекомпании начали расплачиваться с Белоруссией за поставки грязной нефти по трубопроводу «Дружба» в 2019 году. Мозырскому НПЗ выплатят в общей сложности около 60 миллионов долларов. На заводе указали, что первый транш в 1,45 миллиарда рублей (около 14 миллионов долларов) от России уже получен.",https://lenta.ru/news/2021/01/22/grneft/,"Fri, 22 Jan 2021 17:08:00 +0300"
В Госдуме объяснили голосование депутата в день его смерти,"Член комитета Госдумы по контролю и регламенту Владимир Поздняков объяснил, как умерший из-за коронавируса депутат Ваха Агаев в день смерти проголосовал за восемь законопроектов. По его словам, за коллег по фракции могут проголосовать однопартийцы. Поздняков подчеркнул, что в данном случае произошла ошибка.",https://lenta.ru/news/2021/01/22/deputy/,"Fri, 22 Jan 2021 17:00:00 +0300"
Россия приготовилась продлить ракетный договор с США,"Россия подготовилась и может, не откладывая, вступить в переговоры о продлении ракетного договора с Соединенными Штатами. Об этом заявила официальный представитель МИД России Мария Захарова, ее слова опубликованы на сайте ведомства. Она напомнила, что российская сторона последовательно выступает за такое решение.",https://lenta.ru/news/2021/01/22/midsnv/,"Fri, 22 Jan 2021 16:59:00 +0300"
Над «Эхом Москвы» нависла угроза лишения лицензии за призывы к насилию,"Радиостанции «Эхо Москвы» может грозить лишение лицензии за публикации, в которых будут найдены сообщения, квалифицируемые как призывы к насилию. По данным источника ТАСС, компетентные органы изучают, какие меры можно применить к радиостанции. Ранее с требованиями удалить подобные посты обратились к соцсетям.",https://lenta.ru/news/2021/01/22/echo_license/,"Fri, 22 Jan 2021 16:53:00 +0300"
Пэрис Хилтон показала фото из 90-х и пожаловалась на травлю в школе,"Американская актриса, модель и экс-наследница отельной империи Hilton Пэрис Хилтон показала фотографию 23-летней давности и рассказала об издевательствах в школьные годы. На размещенном кадре 18-летняя Хилтон позирует в наряде черного цвета с макияжем стиле smoky eyes. Ее образ дополнила кепка того же цвета.",https://lenta.ru/news/2021/01/22/paris/,"Fri, 22 Jan 2021 16:47:00 +0300"
Плавающая в Черном море в январе пара попала на видео и возмутила жителей Сочи,"Пара туристов поплавала в Черном море в январе и возмутила жителей города Сочи. На размещенных в сети кадрах видно, как отдыхающие парень и девушка, взявшись за руки, заходят в море в купальных костюмах. «Что поделать, когда отпуск только в январе?» — указано в подписи к посту.",https://lenta.ru/news/2021/01/22/plavali/,"Fri, 22 Jan 2021 16:45:00 +0300"
Появилось фото найденной во рту у Тесака предсмертной записки,"В сети появилась фотография найденной во рту у националиста Максима Марцинкевича, известного как Тесак, третьей предсмертной записки, которая была обнаружена в ходе судебно-медицинской экспертизы. Согласно тексту, Тесак не причастен к убийству гражданина Таджикистана и уроженца Дагестана.",https://lenta.ru/news/2021/01/22/tesak/,"Fri, 22 Jan 2021 16:45:00 +0300"
Навальную отпустили из полиции,"Юлию Навальную отпустили из московского отдела полиции ""Сокол"".",https://www.vesti.ru/article/2514259,"Sat, 23 Jan 2021 18:58:00 +0300"
Новая волна коронамошенничества: что придумали аферисты,"Эксперты напоминают, что такие покупки очень опасны. В лучшем случае, покупатель получит пустышку. В худшем – потеряет деньги, а то и здоровье.",https://www.vesti.ru/article/2514221,"Sat, 23 Jan 2021 18:57:00 +0300"
Расстрел на московской свадьбе: подробности,"Двойное убийство на свадьбе: в Москве задержан подозреваемый в расправе над женихом и его братом. Они уже установили, что предполагаемый преступник был гостем со стороны невесты. После первой стычки он поехал за оружием и решил отомстить жениху.",https://www.vesti.ru/article/2514219,"Sat, 23 Jan 2021 18:57:00 +0300"
Жертвами влюбленной банкирши стали пенсионеры,"Ольга Барышева, предположительно, собрала барыши с местных жителей и мечтала устроить себе райскую жизнь на турецком побережье.",https://www.vesti.ru/article/2514220,"Sat, 23 Jan 2021 18:56:00 +0300"
Нескоромный улизнул из-под носа полицейских,Полковника подозревают в заказе на убийство генерала СБУ.,https://www.vesti.ru/article/2514258,"Sat, 23 Jan 2021 18:55:00 +0300"
После нападения на силовиков во Владивостоке возбуждены уголовные дела,"Во Владивостоке протестующие напали на сотрудника полиции и бойца ОМОН Росгвардии – оба момента были зафиксированы на видео. Одному из злоумышленников, который скрывал свое лицо под маской, удалось затеряться в толпе, сейчас его ищут стражи порядка.",https://www.vesti.ru/article/2514265,"Sat, 23 Jan 2021 18:54:00 +0300"
Шоу с переодеванием и другие провокации: протесты в России,В Следкоме организован ряд доследственных проверок по фактам применения насилия в отношении сотрудников правоохранительных органов.,https://www.vesti.ru/article/2514202,"Sat, 23 Jan 2021 18:48:00 +0300"
"Конфликт с ""тайным зятем"" влиятельного чиновника",В Оренбургской области предприниматели заподозрили конкурентов в поджоге фермы. Люди винят во всем родственников главы района. Что думает сам влиятельный чиновник?,https://www.vesti.ru/article/2514255,"Sat, 23 Jan 2021 18:49:00 +0300"
Голикова показала тест нового поколения на COVID,"Какие совершенно новые антиковидные дела показала вице-премьер Татьяна Голикова? Какие результаты первой недели массовой вакцинации? И нужна ли она тем, кто уже переболел?",https://www.vesti.ru/article/2514033,"Sat, 23 Jan 2021 11:02:00 +0300"
Участник несанкционированной акции напал на полицейского в Петербурге. Видео,"Мужчина отправил в нокдаун сотрудника полиции, находившегося при исполнении служебных обязанностей – момент нападения попал на видео. Напарник пострадавшего стража порядка оперативно пришел на помощь пострадавшему коллеге.",https://www.vesti.ru/article/2514232,"Sat, 23 Jan 2021 17:47:00 +0300"
"Омоновцы помогли отцу найти дочь, потерявшуюся в центре Москвы","Сотрудники Росгвардии помогли мужчине найти дочь, которую он потерял, когда провожал в художественную школу в центре Москвы, где проходит несогласованная акция.",https://www.vesti.ru/article/2514234,"Sat, 23 Jan 2021 18:09:00 +0300"
Российские биатлонисты заняли третье место в эстафете,На проходящем в итальянской Антерсельве седьмом этапе Кубка мира по биатлону завершилась мужская эстафета. Сборная России заняла третье место вслед за командами Франции и Норвегии.,https://www.vesti.ru/article/2514256,"Sat, 23 Jan 2021 18:29:00 +0300"
МИД России с иронией отреагировал на публикацию Reuters,"Ранее Reuters разместил публикацию со ссылкой на своих корреспондентов, которые оценили количество участников несогласованной акции в 40 тысяч человек.",https://www.vesti.ru/article/2514254,"Sat, 23 Jan 2021 18:10:00 +0300"
В центре Москвы митингующие стащили со столба и избили своего противника. Видео,"""Не будьте как звери"", – на видео попал момент избиения мужчины, забравшегося на столб с плакатом, содержание которого не понравилась участникам несанкционированной акции, проходившей в центре столицы.",https://www.vesti.ru/article/2514203,"Sat, 23 Jan 2021 18:24:00 +0300"
Следком проверяет случаи насилия в отношении правоохранителей,"Как сообщила старший помощник руководителя ГСУСК по Москве Юлия Иванова, инициированы доследственные проверки по фактам применения насилия к полицейским.",https://www.vesti.ru/article/2514216,"Sat, 23 Jan 2021 17:54:00 +0300"
Семен Елистратов – чемпион Европы в шорт-треке,В Гданьске продолжается чемпионат Европы по шорт-треку. Семен Елистратов выиграл золотую медаль на дистанции 1 500 метров.,https://www.vesti.ru/article/2514201,"Sat, 23 Jan 2021 18:07:00 +0300"
Сборная России выиграла смешанную эстафету на этапе Кубка IBU,В немецком Арнер-Цвизеле проходит этап Кубка IBU. Сборная России выиграла смешанную эстафету.,https://www.vesti.ru/article/2514253,"Sat, 23 Jan 2021 17:40:00 +0300"
Заблокированные машины: москвичей просят не ездить в центр,"Участники несанкционированных акций в Москве заблокировали почти 200 машин такси. На Страстном бульваре люди перекрыли проезжую часть. Изменены несколько маршрутов общественного транспорта, проходящих по центру столицы.",https://www.vesti.ru/article/2514252,"Sat, 23 Jan 2021 17:39:00 +0300"
Борщевик могли привезти на Ямал из Москвы,"Ядовитый сорняк, с которым сражаются во многих регионах России, добрался до берегов Северного Ледовитого океана. Научный центр изучения Арктики сообщил о том, что борщевик достиг широт Мыса Каменного и Сё-Яхи. К чему может привести появление в арктической зоне этого растения-захватчика? И есть ли способы остановить распространение борщевика по тундре?",https://www.vesti.ru/article/2514172,"Sat, 23 Jan 2021 18:18:00 +0300"
Холодная зима заставила Европу вспомнить про уголь,На фоне резкого похолодания Европа признала потребность в российском угле. Его экспорт за последние недели вырос почти на 20 процентов. Одновременно подскочили и цены на газ. Как аномальные морозы отразились на рынке энергоресурсов?,https://www.vesti.ru/article/2514157,"Sat, 23 Jan 2021 18:03:00 +0300"
На незаконную акцию в Москве пришли больные ковидом,"Это удалось выяснить благодаря приложению ""Социальный мониторинг"". Больные COVID-19 обязаны соблюдать карантин и самоизоляцию.",https://www.vesti.ru/article/2514213,"Sat, 23 Jan 2021 17:38:00 +0300"
В Москве пострадала корреспондент РИА Новости,Корреспондент РИА Новости получила дубинкой по лицу во время освещения несанкционированной акции на Пушкинской площади в Москве 23 января.,https://www.vesti.ru/article/2514215,"Sat, 23 Jan 2021 17:30:00 +0300"
"Трубоукладчик ""Академик Черский"" прибыл в германский Висмар","Судно-трубоукладчик ""Академик Черский"", которое называлось возможным достройщиком газопровода ""Северный поток-2"", 23 января прибыло в германский порт Висмар. Работы на газопроводе ведет трубоукладочная баржа ""Фортуна"".",https://www.vesti.ru/article/2514211,"Sat, 23 Jan 2021 16:49:00 +0300"
Бальбек оценил советы Порошенко Зеленскому,"Депутат Госдумы РФ Руслан Бальбек прокомментировал требование экс-президента Украины Петра Порошенко продолжать ""непрерывную осаду Кремля"".",https://www.vesti.ru/article/2514230,"Sat, 23 Jan 2021 17:27:00 +0300"
Трамп разместил нацгвардейцев в своей гостинице,"Сотрудников полиции и Нацгвардии, стянутых в Вашингтон для обеспечения безопасности на церемонии инаугурации президента США Джо Байдена, разместили в столичной гостинице Trump International. Причем это было инициативой самого Дональда Трампа.",https://www.vesti.ru/article/2514247,"Sat, 23 Jan 2021 17:17:00 +0300"
"Появилось видео нападения на съемочную группу ""Вестей-Омск""","""А что, на каком основании снимаешь меня"", – участник несанкционированной торговли у омского рынка атаковал съемочную группу. Агрессивный продавец попытался выбить камеру у оператора и отобрал микрофон у девушки-корреспондента.",https://www.vesti.ru/article/2514214,"Sat, 23 Jan 2021 17:14:00 +0300"
В Минске идут задержания,"Точечные задержания проходят в Минске. По сообщению милиции, в разных районах Минска проходят кратковременные несанкционированные акции с небольшим числом участников.",https://www.vesti.ru/article/2514248,"Sat, 23 Jan 2021 17:09:00 +0300"
Участников несогласованной акции вытеснили с Пушкинской площади,В настоящее время на площади остаются только сотрудники правоохранительных органов.,https://www.vesti.ru/article/2514246,"Sat, 23 Jan 2021 17:05:00 +0300"
МИД РФ и посольство США высказались о протестах,"Американским коллегам придется объясняться на Смоленской площади, заявила офицальный представитель МИД России Мария Захарова.",https://www.vesti.ru/article/2514227,"Sat, 23 Jan 2021 17:04:00 +0300"
Юрий Бородавко: норвежец нарушил правила в борьбе с Большуновым,"В финском Лахти, где проходит шестой этап Кубка мира по лыжным гонкам, завершился мужской скиатлон. Четыре первых места заняли норвежцы, а Александр Большунов финишировал пятым.",https://www.vesti.ru/article/2514212,"Sat, 23 Jan 2021 16:54:00 +0300"
Глава Консервативной партии Уэльса уходит на фоне скандала,Ранее Дэвиса вместе с несколькими членами валлийского парламента застали за распитием алкоголя в здании Сенедда.,https://www.vesti.ru/article/2514184,"Sat, 23 Jan 2021 16:52:00 +0300"
"Украинский беспилотник нанес удар по позициям ДНР, есть погибший","Военнослужащий Донецкой народной республики погиб в результате удара, нанесенного с украинского беспилотного летательного аппарата, сбросившего взрывное устройство на позиции в районе Старомихайловки неподалеку от Донецка.",https://www.vesti.ru/article/2514226,"Sat, 23 Jan 2021 16:44:00 +0300"
Путин выразил соболезнования в связи с кончиной Кинга,"Президент России Владимир Путин выразил соболезнования в связи с кончиной американского журналиста и телеведущего Ларри Кинга. По словам пресс-секретаря Дмитрия Пескова, Владимир Путин ""всегда ценил его высочайший профессионализм и непререкаемый журналистский авторитет"".",https://www.vesti.ru/article/2514197,"Sat, 23 Jan 2021 16:42:00 +0300"
Когда переболевшим COVID-19 стоит пройти вакцинацию?,"Врачи описали случаи повторного заражения коронавирусом. Причем даже среди тех пациентов, кто уже переболел ковидом и в организме которых содержатся антитела к инфекции. Результаты этих исследований порождают много вопросов. Пожалуй, самый главный из них – стоит ли переболевшим COVID-19 проходить вакцинацию в ближайшее время?",https://www.vesti.ru/article/2514158,"Sat, 23 Jan 2021 17:17:00 +0300"
Аномальные морозы сменило экстремальное потепление,Период аномальных морозов на Русской равнине подошел к концу. Европейскую часть России накрыл теплый фронт с Атлантики. Столбики термометров поползли вверх. Насколько мощной и продолжительной окажется оттепель? Какие регионы утонут в снегу? Где пройдут ледяные дожди?,https://www.vesti.ru/article/2514156,"Sat, 23 Jan 2021 16:53:00 +0300"
Ora Media подтверждает смерть Ларри Кинга в больнице,"Кинг скончался в клинке, куда был госпитализирован в начале года.",https://www.vesti.ru/article/2514210,"Sat, 23 Jan 2021 16:32:00 +0300"
"Полиция перекрыла Манежную, протестующие – Большую Дмитровку","Полиция в Москве перекрыла Манежную площадь из-за несогласованной акции, людей пропускают только на выход.",https://www.vesti.ru/article/2514196,"Sat, 23 Jan 2021 16:37:00 +0300"
Не стало Ларри Кинга,"Ларри Кинг получил всемирную известность благодаря своему шоу ""Larry King Live"". За карьеру Кинг взял более пятидесяти тысяч интервью.",https://www.vesti.ru/article/2514194,"Sat, 23 Jan 2021 16:14:00 +0300"
Из вспыхнувшего общежития спасли девять человек и кошку. Видео,"На видео попал пожар, возникший субботним утром в общежитии одного из городских предприятий Павлограда. Некоторые жильцы не сумели самостоятельно покинуть здание, их эвакуировали подоспевшие пожарные, в результате ЧП пострадали три человека.",https://www.vesti.ru/article/2514195,"Sat, 23 Jan 2021 16:30:00 +0300"
"""Зеленые"" планы Байдена","Новый американский президент планирует вернуть США в Парижское соглашение по климату, а также добиться нулевых выбросов к 2050 году.",https://www.vesti.ru/article/2514159,"Sat, 23 Jan 2021 17:04:00 +0300"
Большунов занял пятое место в скиатлоне,В финском Лахти проходит шестой этап Кубка мира по лыжным гонкам. Завершились соревнования мужчин в скиатлоне.,https://www.vesti.ru/article/2514183,"Sat, 23 Jan 2021 16:22:00 +0300"
Задержанного на Пушкинской площади ребенка передали родителям,"Несовершеннолетний, задержанный на Пушкинской площади в Москве, уже передан родителям. Детали выясняются, рассказала уполномоченный при президенте России по правам ребенка Анна Кузнецова.",https://www.vesti.ru/article/2514209,"Sat, 23 Jan 2021 16:26:00 +0300"
Московские протестующие устраивают драки и кидаются бутылками,Участники несогласованной акции на Пушкинской площади в центре Москвы устроили драки с сотрудниками правоохранительных органов.,https://www.vesti.ru/article/2514207,"Sat, 23 Jan 2021 16:14:00 +0300"
Полицейский оказал активисту доврачебную помощь и вызвал скорую,"В Красноярске сотрудник полиции помог человеку, которому стало плохо прямо во время несанкционированной акции. Правоохранитель оказал ему первую помощь и вызвал скорую.",https://www.vesti.ru/article/2514208,"Sat, 23 Jan 2021 16:12:00 +0300"
В екатеринбургских полицейских полетели дымовые шашки,"Участники несогласованной акции в Екатеринбурге бросили дымовые шашки в правоохранителей, также кидают в сотрудников снегом.",https://www.vesti.ru/article/2514180,"Sat, 23 Jan 2021 16:06:00 +0300"
"Дептранс сообщает, что в центре Москвы все штатно","Движение по Тверской улице в Москве проходит штатно, наземный транспорт работает без изменений.",https://www.vesti.ru/article/2514114,"Sat, 23 Jan 2021 13:32:00 +0300"
Незаконные акции: задержания в Москве и предупреждение от МВД,"Перед этим полиция несколько раз предупредила активистов, что в условиях пандемии коронавируса массовые скопления людей запрещены.",https://www.vesti.ru/article/2514150,"Sat, 23 Jan 2021 13:37:00 +0300"
"Мужчина, сообщивший о бомбе на акции оппозиции, состоит на учете в ПНД","Стражи порядка оперативно вычислил мужчину, угрожавшего взорвать бомбу на несанкционированной акции оппозиции. Подозреваемый попытался объяснить оперативникам, что просто пошутил и не собирался устраивать террористический акт. Тем не менее, он уже стал фигурантом уголовного дела.",https://www.vesti.ru/article/2514143,"Sat, 23 Jan 2021 13:41:00 +0300"
Общественная палата рассказала о фейках про незаконные акции,"В частности, в Telegram и TikTok подписчикам предлагали брать на митинг беруши, чтобы уменьшить воздействие ""звукового оружия повышенной мощности"".",https://www.vesti.ru/article/2514165,"Sat, 23 Jan 2021 14:10:00 +0300"
В сибирских городах задержаны несколько десятков человек,"Полиция задержала несколько десятков человек, принимавших участие в несанкционированных акциях в Новосибирске, Красноярске и Омске.",https://www.vesti.ru/article/2514103,"Sat, 23 Jan 2021 14:13:00 +0300"
